,fartsdempere,trafikk_mengde,fotobokser,vegskulder,svingerestriksjon,vilt_fare,fartsgrense,trafikk_ulykke
0100 Fv108 hp3,0.0,8480.666666666666,0.0,0.0,0.0,0.0,41.666666666666664,165.0
0100 Fv108 hp4,0.0,2931.0,0.0,0.0,0.0,0.0,55.0,265.0
0100 Fv108 hp400,0.0,9249.0,0.0,0.0,0.0,0.0,25.0,2.0
0100 Fv108 hp401,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
0100 Fv108 hp402,0.0,0.0,0.0,0.0,0.0,0.0,25.0,7.0
0100 Fv108 hp403,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0
0100 Fv108 hp404,0.0,8890.5,0.0,0.0,0.0,0.0,25.0,17.0
0100 Fv108 hp490,0.0,922.5,0.0,0.0,0.0,0.0,25.0,0.0
0100 Fv108 hp5,0.0,2125.0,0.0,0.0,0.0,0.0,65.45454545454545,281.0
0100 Fv108 hp50,0.0,7742.333333333333,0.0,0.0,2.0,0.0,37.5,141.0
0100 Fv108 hp6,0.0,1997.0,0.0,0.0,0.0,0.0,63.333333333333336,91.0
0100 Fv108 hp7,6.0,1262.0,2.0,0.0,0.0,0.0,33.333333333333336,91.0
0100 Fv108 hp70,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
0100 Fv109 hp2,1.0,23675.3,0.0,0.0,0.0,0.0,50.0,479.0
0100 Fv109 hp3,2.0,18341.727272727272,1.0,0.0,1.0,0.0,52.72727272727273,972.0
0100 Fv109 hp4,0.0,0.0,1.0,0.0,1.0,0.0,40.0,177.0
0100 Fv109 hp400,0.0,13075.0,0.0,0.0,0.0,0.0,25.0,5.0
0100 Fv109 hp401,0.0,13636.5,0.0,0.0,0.0,0.0,25.0,31.0
0100 Fv109 hp402,0.0,13132.0,0.0,0.0,0.0,0.0,25.0,21.0
0100 Fv109 hp403,0.0,12896.5,0.0,0.0,0.0,0.0,30.0,6.0
0100 Fv109 hp404,0.0,12217.5,0.0,0.0,0.0,0.0,30.0,32.0
0100 Fv109 hp405,0.0,12620.5,0.0,0.0,0.0,0.0,30.0,26.0
0100 Fv109 hp406,0.0,12620.5,0.0,0.0,0.0,0.0,30.0,8.0
0100 Fv109 hp407,0.0,12620.5,0.0,0.0,0.0,0.0,30.0,7.0
0100 Fv109 hp408,0.0,11845.0,0.0,0.0,0.0,0.0,30.0,22.0
0100 Fv109 hp409,0.0,11845.0,0.0,0.0,0.0,0.0,30.0,11.0
0100 Fv109 hp410,0.0,12000.5,0.0,0.0,0.0,0.0,30.0,12.0
0100 Fv109 hp429,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
0100 Fv109 hp430,0.0,7872.5,0.0,0.0,0.0,0.0,30.0,48.0
0100 Fv109 hp432,0.0,5110.0,0.0,0.0,0.0,0.0,30.0,0.0
0100 Fv109 hp433,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2.0
0100 Fv109 hp451,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1.0
0100 Fv109 hp50,0.0,7154.0,0.0,0.0,0.0,0.0,37.5,7.0
0100 Fv109 hp51,0.0,4029.5,0.0,0.0,0.0,0.0,45.0,3.0
0100 Fv109 hp52,0.0,0.0,0.0,0.0,0.0,0.0,40.0,5.0
0100 Fv109 hp800,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0
0100 Fv110 hp1,0.0,7132.25,2.0,0.0,0.0,0.0,52.857142857142854,297.0
0100 Fv110 hp2,11.0,5506.333333333333,0.0,0.0,0.0,0.0,69.23076923076923,399.0
0100 Fv110 hp413,0.0,0.0,0.0,0.0,0.0,0.0,30.0,3.0
0100 Fv110 hp416,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0
0100 Fv110 hp417,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0
0100 Fv112 hp1,0.0,3063.25,0.0,0.0,0.0,0.0,57.77777777777778,147.0
0100 Fv112 hp404,0.0,1634.0,0.0,0.0,0.0,0.0,30.0,0.0
0100 Fv112 hp405,0.0,765.5,0.0,0.0,0.0,0.0,30.0,0.0
0100 Fv112 hp50,0.0,689.0,0.0,0.0,0.0,0.0,25.0,9.0
0100 Fv113 hp1,6.0,1013.5,0.0,0.0,0.0,0.0,42.5,35.0
0100 Fv113 hp2,0.0,467.5,0.0,0.0,0.0,0.0,25.0,14.0
0100 Fv114 hp1,0.0,901.0,0.0,3.0,0.0,0.0,40.0,259.0
0100 Fv114 hp2,0.0,1807.5,0.0,0.0,0.0,0.0,30.0,46.0
0100 Fv114 hp4,13.0,4260.4,0.0,0.0,1.0,0.0,44.54545454545455,199.0
0100 Fv114 hp428,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0
0100 Fv114 hp429,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0
0100 Fv114 hp430,0.0,2017.5,0.0,0.0,0.0,0.0,25.0,13.0
0100 Fv115 hp1,7.0,1800.5,0.0,31.0,0.0,0.0,59.23076923076923,315.0
0100 Fv115 hp2,5.0,2974.5,0.0,1.0,0.0,0.0,57.0,394.0
0100 Fv115 hp3,0.0,3318.75,0.0,0.0,0.0,0.0,65.71428571428571,126.0
0100 Fv115 hp425,0.0,0.0,0.0,0.0,0.0,0.0,40.0,1.0
0100 Fv115 hp426,0.0,0.0,0.0,0.0,0.0,0.0,40.0,2.0
0100 Fv115 hp428,0.0,0.0,0.0,0.0,0.0,0.0,33.333333333333336,0.0
0100 Fv115 hp5,2.0,2149.75,0.0,7.0,0.0,0.0,53.63636363636363,334.0
0100 Fv115 hp7,5.0,901.0,0.0,0.0,0.0,0.0,51.666666666666664,157.0
0100 Fv116 hp1,7.0,2370.8,0.0,0.0,0.0,0.0,56.42857142857143,239.0
0100 Fv116 hp2,0.0,2857.5,0.0,0.0,0.0,0.0,43.333333333333336,368.0
0100 Fv117 hp1,0.0,3239.0,0.0,0.0,0.0,0.0,55.714285714285715,137.0
0100 Fv117 hp2,0.0,6328.5,0.0,0.0,0.0,0.0,45.0,250.0
0100 Fv117 hp3,8.0,0.0,0.0,0.0,1.0,0.0,32.5,318.0
0100 Fv117 hp800,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
0100 Fv118 hp1,4.0,3572.0,0.0,0.0,0.0,0.0,46.666666666666664,240.0
0100 Fv118 hp2,0.0,4288.0,0.0,0.0,0.0,0.0,62.5,385.0
0100 Fv118 hp3,0.0,3530.0,0.0,0.0,0.0,0.0,50.0,400.0
0100 Fv118 hp4,11.0,6864.333333333333,0.0,0.0,0.0,0.0,36.0,297.0
0100 Fv118 hp410,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0
0100 Fv118 hp430,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
0100 Fv118 hp431,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
0100 Fv118 hp432,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
0100 Fv118 hp433,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0
0100 Fv118 hp450,0.0,715.5,0.0,0.0,0.0,0.0,30.0,0.0
0100 Fv118 hp451,0.0,1943.0,0.0,0.0,0.0,0.0,30.0,0.0
0100 Fv118 hp453,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1.0
0100 Fv118 hp456,0.0,345.0,0.0,0.0,0.0,0.0,35.0,0.0
0100 Fv118 hp457,0.0,690.0,0.0,0.0,0.0,0.0,35.0,1.0
0100 Fv118 hp460,0.0,4283.0,0.0,0.0,0.0,0.0,30.0,0.0
0100 Fv118 hp467,0.0,5467.666666666667,0.0,0.0,0.0,0.0,30.0,13.0
0100 Fv118 hp468,0.0,4190.0,0.0,0.0,0.0,0.0,30.0,6.0
0100 Fv118 hp469,0.0,9658.0,0.0,0.0,0.0,0.0,30.0,1.0
0100 Fv118 hp470,0.0,9658.0,0.0,0.0,0.0,0.0,25.0,17.0
0100 Fv118 hp471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0100 Fv118 hp472,0.0,5723.0,0.0,0.0,0.0,0.0,25.0,5.0
0100 Fv118 hp5,0.0,12264.0,0.0,0.0,2.0,0.0,36.666666666666664,803.0
0100 Fv118 hp50,0.0,2770.0,0.0,0.0,0.0,0.0,25.0,6.0
0100 Fv118 hp51,0.0,7645.5,0.0,0.0,0.0,0.0,30.0,7.0
0100 Fv118 hp52,0.0,652.3333333333334,0.0,0.0,0.0,0.0,40.0,0.0
0100 Fv118 hp53,0.0,1758.25,0.0,0.0,0.0,0.0,40.0,4.0
0100 Fv118 hp54,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0
0100 Fv118 hp55,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0
0100 Fv118 hp6,0.0,1878.75,0.0,0.0,0.0,0.0,65.71428571428571,233.0
0100 Fv118 hp7,3.0,2446.8,0.0,0.0,0.0,0.0,52.5,66.0
0100 Fv118 hp800,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
0100 Fv118 hp805,0.0,0.0,0.0,0.0,0.0,0.0,33.333333333333336,0.0
0100 Fv118 hp9,16.0,10297.23076923077,0.0,0.0,0.0,0.0,53.68421052631579,785.0
0100 Fv119 hp1,8.0,7858.333333333333,0.0,0.0,0.0,0.0,34.0,95.0
0100 Fv119 hp3,10.0,2596.75,0.0,7.0,1.0,0.0,51.53846153846154,309.0
0100 Fv119 hp400,0.0,0.0,0.0,3.0,0.0,0.0,25.0,0.0
0100 Fv120 hp4,0.0,9378.0,2.0,1.0,0.0,0.0,62.22222222222222,207.0
0100 Fv120 hp410,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0
0100 Fv120 hp411,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0
0100 Fv120 hp420,0.0,7395.0,0.0,0.0,0.0,0.0,25.0,2.0
0100 Fv120 hp5,0.0,1294.0,0.0,5.0,0.0,0.0,46.666666666666664,150.0
0100 Fv120 hp6,0.0,0.0,0.0,3.0,0.0,0.0,63.75,123.0
0100 Fv120 hp7,1.0,2414.0,0.0,4.0,0.0,0.0,33.333333333333336,211.0
0100 Fv120 hp8,6.0,1607.3333333333333,0.0,7.0,0.0,0.0,56.92307692307692,136.0
0100 Fv120 hp830,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0
0100 Fv121 hp1,0.0,1047.5,0.0,9.0,0.0,0.0,55.0,14.0
0100 Fv122 hp1,8.0,2002.3333333333333,0.0,0.0,0.0,0.0,30.0,46.0
0100 Fv122 hp2,2.0,1733.3333333333333,0.0,0.0,0.0,0.0,57.5,129.0
0100 Fv123 hp1,5.0,170.0,0.0,14.0,0.0,0.0,65.55555555555556,165.0
0100 Fv123 hp2,0.0,151.0,0.0,19.0,0.0,0.0,40.0,16.0
0100 Fv124 hp1,0.0,895.6666666666666,0.0,0.0,0.0,0.0,58.333333333333336,62.0
0100 Fv124 hp2,0.0,0.0,0.0,0.0,0.0,0.0,47.5,82.0
0100 Fv124 hp3,9.0,3476.0,0.0,2.0,0.0,0.0,42.5,172.0
0100 Fv124 hp4,0.0,1467.0,0.0,0.0,0.0,0.0,56.0,294.0
0100 Fv124 hp408,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0
0100 Fv124 hp410,0.0,3665.6666666666665,0.0,0.0,0.0,0.0,15.0,17.0
0100 Fv124 hp411,0.0,1388.5,0.0,0.0,0.0,0.0,30.0,2.0
0100 Fv124 hp412,0.0,1388.5,0.0,0.0,0.0,0.0,30.0,0.0
0100 Fv124 hp413,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0
0100 Fv124 hp5,0.0,2069.2,0.0,2.0,0.0,0.0,53.333333333333336,298.0
0100 Fv124 hp50,2.0,777.5,0.0,0.0,0.0,0.0,52.5,7.0
0100 Fv125 hp1,0.0,209.0,0.0,0.0,0.0,0.0,40.0,32.0
0100 Fv126 hp1,0.0,143.33333333333334,0.0,0.0,0.0,0.0,40.0,10.0
0100 Fv128 hp1,0.0,0.0,0.0,3.0,0.0,0.0,60.0,117.0
0100 Fv128 hp2,0.0,283.5,0.0,11.0,0.0,0.0,53.333333333333336,427.0
0100 Fv128 hp3,0.0,149.5,0.0,1.0,0.0,0.0,56.25,121.0
0100 Fv128 hp4,2.0,746.75,0.0,9.0,0.0,0.0,65.45454545454545,344.0
0100 Fv128 hp404,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0
0100 Fv128 hp412,0.0,430.5,0.0,0.0,0.0,0.0,30.0,2.0
0100 Fv128 hp413,0.0,436.0,0.0,0.0,0.0,0.0,30.0,1.0
0100 Fv128 hp415,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0
0100 Fv128 hp416,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
0100 Fv128 hp417,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
0100 Fv128 hp418,0.0,3975.0,0.0,0.0,0.0,0.0,43.333333333333336,35.0
0100 Fv128 hp419,0.0,7486.5,0.0,0.0,0.0,0.0,25.0,1.0
0100 Fv128 hp420,0.0,7486.5,0.0,0.0,0.0,0.0,25.0,20.0
0100 Fv128 hp421,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1.0
0100 Fv128 hp422,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0
0100 Fv128 hp424,0.0,0.0,0.0,0.0,0.0,0.0,35.0,6.0
0100 Fv128 hp425,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
0100 Fv128 hp426,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
0100 Fv128 hp427,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0
0100 Fv128 hp428,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0
0100 Fv128 hp429,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1.0
0100 Fv128 hp430,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0
0100 Fv128 hp5,0.0,2390.2,0.0,11.0,0.0,0.0,65.0,349.0
0100 Fv128 hp50,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
0100 Fv128 hp51,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
0100 Fv128 hp52,0.0,300.0,0.0,0.0,0.0,0.0,45.0,0.0
0100 Fv128 hp53,2.0,283.5,0.0,0.0,0.0,0.0,33.333333333333336,4.0
0100 Fv128 hp6,0.0,6434.0,0.0,16.0,0.0,0.0,52.0,691.0
0100 Fv128 hp7,0.0,0.0,0.0,5.0,0.0,0.0,57.142857142857146,312.0
0100 Fv128 hp8,0.0,6476.5,0.0,2.0,0.0,0.0,51.42857142857143,334.0
0100 Fv128 hp800,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0
0100 Fv128 hp825,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0
0100 Fv128 hp9,0.0,6476.5,0.0,0.0,0.0,0.0,40.0,80.0
0100 Fv128 hp900,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0
0100 Fv129 hp1,11.0,2931.3333333333335,0.0,8.0,0.0,0.0,41.81818181818182,162.0
0100 Fv129 hp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0100 Fv129 hp400,0.0,2291.5,0.0,0.0,0.0,0.0,20.0,20.0
0100 Fv129 hp401,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
0100 Fv151 hp1,0.0,1171.5,0.0,1.0,0.0,0.0,46.666666666666664,34.0
0100 Fv201 hp1,0.0,56.5,0.0,1.0,0.0,0.0,40.0,0.0
0100 Fv202 hp1,5.0,942.0,0.0,3.0,0.0,0.0,56.0,223.0
0100 Fv202 hp2,2.0,714.0,0.0,0.0,0.0,0.0,44.0,6.0
0100 Fv203 hp1,0.0,62.0,0.0,0.0,0.0,0.0,40.0,0.0
0100 Fv203 hp2,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0
0100 Fv204 hp1,1.0,111.0,0.0,1.0,0.0,0.0,40.0,1.0
0100 Fv205 hp1,8.0,557.0,0.0,3.0,0.0,0.0,44.0,36.0
0100 Fv206 hp1,0.0,1354.0,0.0,0.0,0.0,0.0,50.0,149.0
0100 Fv207 hp1,8.0,1156.6666666666667,0.0,0.0,0.0,0.0,45.0,59.0
0100 Fv208 hp1,0.0,108.5,0.0,0.0,0.0,0.0,53.333333333333336,0.0
0100 Fv208 hp2,0.0,788.0,0.0,0.0,0.0,0.0,37.5,0.0
0100 Fv209 hp1,0.0,0.0,0.0,8.0,0.0,0.0,53.333333333333336,1.0
0100 Fv209 hp2,0.0,116.66666666666667,0.0,0.0,0.0,0.0,53.333333333333336,1.0
0100 Fv21 hp10,0.0,519.3333333333334,0.0,1.0,0.0,0.0,43.333333333333336,97.0
0100 Fv21 hp11,0.0,186.5,0.0,0.0,0.0,0.0,40.0,11.0
0100 Fv21 hp12,0.0,325.0,0.0,1.0,0.0,0.0,60.0,28.0
0100 Fv21 hp4,1.0,3299.5,0.0,0.0,0.0,0.0,42.0,150.0
0100 Fv21 hp440,0.0,674.5,0.0,0.0,0.0,0.0,30.0,1.0
0100 Fv21 hp50,0.0,1012.5,0.0,0.0,0.0,0.0,0.0,3.0
0100 Fv21 hp6,2.0,1128.0,0.0,1.0,0.0,0.0,46.0,167.0
0100 Fv21 hp7,0.0,319.0,0.0,0.0,0.0,0.0,58.57142857142857,149.0
0100 Fv21 hp8,0.0,703.0,0.0,0.0,0.0,0.0,59.166666666666664,148.0
0100 Fv21 hp800,0.0,0.0,0.0,0.0,0.0,0.0,33.333333333333336,0.0
0100 Fv212 hp1,0.0,245.0,0.0,0.0,0.0,0.0,53.333333333333336,9.0
0100 Fv214 hp1,0.0,93.0,0.0,1.0,0.0,0.0,60.0,9.0
0100 Fv217 hp1,0.0,155.0,0.0,0.0,0.0,0.0,53.333333333333336,0.0
0100 Fv22 hp1,0.0,419.0,0.0,5.0,0.0,0.0,57.142857142857146,40.0
0100 Fv22 hp2,0.0,2019.0,0.0,4.0,0.0,0.0,65.0,266.0
0100 Fv22 hp3,6.0,9711.6,0.0,0.0,0.0,0.0,40.0,452.0
0100 Fv22 hp420,0.0,8891.5,0.0,0.0,0.0,0.0,25.0,16.0
0100 Fv22 hp430,0.0,3800.0,0.0,0.0,0.0,0.0,25.0,4.0
0100 Fv22 hp5,0.0,2979.0,0.0,0.0,0.0,0.0,42.5,178.0
0100 Fv22 hp6,4.0,695.0,0.0,1.0,0.0,0.0,61.81818181818182,448.0
0100 Fv22 hp7,0.0,1425.0,0.0,0.0,0.0,0.0,40.0,34.0
0100 Fv22 hp800,0.0,0.0,0.0,0.0,0.0,0.0,26.666666666666668,0.0
0100 Fv22 hp802,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0
0100 Fv220 hp1,0.0,817.0,0.0,2.0,0.0,0.0,62.0,34.0
0100 Fv231 hp1,0.0,98.5,0.0,1.0,0.0,0.0,40.0,1.0
0100 Fv233 hp1,0.0,289.3333333333333,0.0,0.0,0.0,0.0,60.0,64.0
0100 Fv240 hp1,0.0,70.0,0.0,5.0,0.0,0.0,40.0,7.0
0100 Fv242 hp1,0.0,320.3333333333333,0.0,2.0,0.0,0.0,53.333333333333336,9.0
0100 Fv243 hp1,0.0,239.66666666666666,0.0,0.0,0.0,0.0,50.0,9.0
0100 Fv243 hp2,0.0,96.0,0.0,0.0,0.0,0.0,0.0,3.0
0100 Fv243 hp3,0.0,329.3333333333333,0.0,0.0,0.0,0.0,30.0,5.0
0100 Fv244 hp1,0.0,90.0,0.0,0.0,0.0,0.0,40.0,1.0
0100 Fv244 hp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
0100 Fv262 hp1,0.0,115.5,0.0,0.0,0.0,0.0,40.0,10.0
0100 Fv263 hp1,0.0,48.0,0.0,1.0,0.0,0.0,40.0,6.0
0100 Fv264 hp1,0.0,846.5,0.0,1.0,0.0,0.0,50.0,13.0
0100 Fv265 hp1,0.0,65.5,0.0,0.0,0.0,0.0,40.0,12.0
0100 Fv266 hp1,0.0,431.3333333333333,0.0,0.0,0.0,0.0,46.666666666666664,3.0
0100 Fv266 hp2,0.0,69.5,0.0,0.0,0.0,0.0,0.0,17.0
0100 Fv281 hp1,0.0,169.66666666666666,0.0,0.0,0.0,0.0,60.0,16.0
0100 Fv282 hp1,0.0,424.3333333333333,0.0,7.0,0.0,0.0,46.666666666666664,35.0
0100 Fv282 hp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0
0100 Fv286 hp1,0.0,31.0,0.0,0.0,0.0,0.0,40.0,0.0
0100 Fv286 hp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0100 Fv286 hp3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0100 Fv288 hp1,0.0,277.5,0.0,0.0,0.0,0.0,40.0,1.0
0100 Fv288 hp2,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0
0100 Fv311 hp1,5.0,7753.75,0.0,0.0,0.0,0.0,48.75,184.0
0100 Fv311 hp401,0.0,6409.0,0.0,0.0,0.0,0.0,25.0,4.0
0100 Fv311 hp410,0.0,2890.5,0.0,0.0,0.0,0.0,25.0,19.0
0100 Fv311 hp50,4.0,2121.0,0.0,0.0,0.0,0.0,20.0,11.0
0100 Fv312 hp1,0.0,2765.0,0.0,0.0,0.0,0.0,36.666666666666664,106.0
0100 Fv313 hp1,0.0,13832.6,0.0,0.0,1.0,0.0,33.333333333333336,139.0
0100 Fv313 hp401,0.0,10025.0,0.0,0.0,0.0,0.0,25.0,1.0
0100 Fv314 hp1,1.0,3153.6,0.0,0.0,0.0,0.0,52.857142857142854,82.0
0100 Fv314 hp50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
0100 Fv314 hp650,0.0,162.0,0.0,0.0,0.0,0.0,40.0,0.0
0100 Fv314 hp651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0100 Fv332 hp1,0.0,1751.0,0.0,0.0,0.0,0.0,57.5,51.0
0100 Fv332 hp401,0.0,1328.0,0.0,0.0,0.0,0.0,25.0,0.0
0100 Fv333 hp1,0.0,223.5,0.0,4.0,0.0,0.0,40.0,0.0
0100 Fv335 hp1,4.0,866.0,0.0,0.0,0.0,0.0,52.857142857142854,135.0
0100 Fv336 hp1,0.0,129.66666666666666,0.0,0.0,0.0,0.0,52.5,6.0
0100 Fv340 hp1,0.0,523.3333333333334,0.0,0.0,0.0,0.0,46.666666666666664,0.0
0100 Fv351 hp1,0.0,302.5,0.0,0.0,0.0,0.0,42.5,18.0
0100 Fv353 hp1,0.0,593.3333333333334,0.0,0.0,0.0,0.0,45.0,19.0
0100 Fv354 hp1,0.0,1464.0,0.0,0.0,0.0,0.0,40.0,51.0
0100 Fv355 hp1,0.0,461.6666666666667,0.0,1.0,0.0,0.0,43.333333333333336,10.0
0100 Fv355 hp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0100 Fv358 hp1,0.0,337.8,0.0,0.0,0.0,0.0,40.0,6.0
0100 Fv359 hp1,0.0,421.0,0.0,0.0,0.0,0.0,60.0,12.0
0100 Fv363 hp1,0.0,150.0,0.0,4.0,0.0,0.0,40.0,0.0
0100 Fv363 hp2,0.0,77.5,0.0,0.0,0.0,0.0,0.0,0.0
0100 Fv381 hp1,0.0,1378.0,0.0,0.0,0.0,0.0,46.666666666666664,39.0
0100 Fv381 hp2,0.0,1072.5,0.0,0.0,0.0,0.0,25.0,50.0
0100 Fv388 hp1,0.0,1787.5,0.0,0.0,0.0,0.0,33.333333333333336,6.0
0100 Fv401 hp1,5.0,1422.6666666666667,0.0,0.0,0.0,0.0,36.0,23.0
0100 Fv401 hp800,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0
0100 Fv402 hp1,0.0,672.5,0.0,0.0,0.0,0.0,25.0,0.0
0100 Fv403 hp1,1.0,2777.3333333333335,0.0,3.0,0.0,0.0,44.0,44.0
0100 Fv405 hp1,0.0,88.5,0.0,0.0,0.0,0.0,40.0,5.0
0100 Fv407 hp1,0.0,163.0,0.0,0.0,0.0,0.0,40.0,5.0
0100 Fv407 hp50,0.0,163.0,0.0,0.0,0.0,0.0,40.0,0.0
0100 Fv409 hp1,5.0,769.75,0.0,0.0,0.0,0.0,42.0,13.0
0100 Fv409 hp2,0.0,731.0,0.0,0.0,0.0,0.0,40.0,1.0
0100 Fv409 hp3,2.0,4797.0,0.0,1.0,0.0,0.0,40.0,169.0
0100 Fv409 hp406,0.0,4134.5,0.0,0.0,0.0,0.0,25.0,5.0
0100 Fv410 hp1,0.0,527.0,0.0,0.0,0.0,0.0,40.0,13.0
0100 Fv413 hp1,20.0,1329.0,0.0,0.0,0.0,0.0,36.0,8.0
0100 Fv413 hp50,0.0,2796.5,0.0,0.0,0.0,0.0,42.0,19.0
0100 Fv432 hp1,8.0,1148.0,0.0,0.0,0.0,0.0,32.5,29.0
0100 Fv451 hp1,4.0,1098.0,0.0,0.0,0.0,0.0,44.0,44.0
0100 Fv454 hp1,3.0,1848.4,0.0,2.0,0.0,0.0,42.0,16.0
0100 Fv454 hp401,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0
0100 Fv455 hp1,0.0,447.0,0.0,0.0,0.0,0.0,57.77777777777778,19.0
0100 Fv472 hp1,3.0,1047.6666666666667,0.0,0.0,0.0,0.0,46.0,24.0
0100 Fv473 hp1,4.0,171.0,0.0,0.0,0.0,0.0,40.0,0.0
0100 Fv474 hp1,0.0,196.0,0.0,0.0,0.0,0.0,25.0,1.0
0100 Fv482 hp1,0.0,197.0,0.0,0.0,0.0,0.0,40.0,0.0
0100 Fv485 hp1,0.0,183.0,0.0,0.0,0.0,0.0,40.0,0.0
0100 Fv491 hp1,0.0,360.0,0.0,0.0,0.0,0.0,53.333333333333336,0.0
0100 Fv493 hp1,0.0,406.6666666666667,0.0,0.0,0.0,0.0,40.0,0.0
0100 Fv494 hp1,0.0,362.0,0.0,0.0,0.0,0.0,40.0,0.0
0100 Fv496 hp1,0.0,98.5,0.0,0.0,0.0,0.0,43.333333333333336,1.0
0100 Fv501 hp1,0.0,354.25,0.0,1.0,0.0,0.0,50.0,5.0
0100 Fv503 hp1,0.0,208.5,0.0,0.0,0.0,0.0,43.333333333333336,0.0
0100 Fv504 hp1,0.0,174.66666666666666,0.0,0.0,0.0,0.0,56.666666666666664,1.0
0100 Fv506 hp1,0.0,229.0,0.0,0.0,0.0,0.0,40.0,0.0
0100 Fv507 hp1,0.0,129.5,0.0,0.0,0.0,0.0,40.0,0.0
0100 Fv521 hp1,0.0,401.5,0.0,0.0,0.0,0.0,33.333333333333336,2.0
0100 Fv523 hp1,0.0,23.0,0.0,1.0,0.0,0.0,40.0,1.0
0100 Fv524 hp1,0.0,194.5,0.0,0.0,0.0,0.0,46.666666666666664,9.0
0100 Fv526 hp1,0.0,1359.0,0.0,0.0,0.0,0.0,42.5,17.0
0100 Fv531 hp1,3.0,90.0,0.0,0.0,0.0,0.0,40.0,1.0
0100 Fv532 hp1,0.0,197.33333333333334,0.0,0.0,0.0,0.0,56.0,32.0
0100 Fv532 hp2,4.0,841.3333333333334,0.0,0.0,0.0,0.0,54.285714285714285,59.0
0100 Fv532 hp3,0.0,1991.5,0.0,0.0,0.0,0.0,52.5,101.0
0100 Fv535 hp1,0.0,147.0,0.0,0.0,0.0,0.0,50.0,0.0
0100 Fv535 hp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0100 Fv536 hp1,0.0,788.6666666666666,0.0,0.0,0.0,0.0,40.0,90.0
0100 Fv536 hp2,0.0,659.0,0.0,0.0,0.0,0.0,52.5,5.0
0100 Fv552 hp1,0.0,465.0,0.0,0.0,0.0,0.0,58.333333333333336,5.0
